note_id,athlete_id,date,note_type,note_text
CN001394,A0212,2024-10-17,technical,Needs better bend running mechanics.
CN001395,A0213,2020-04-08,technical,Stride rhythm is more consistent.
CN001396,A0213,2021-10-02,strategy,Taper response appears positive.
CN001397,A0213,2022-04-29,selection,Currently on reserve list for championship squad.
CN001398,A0213,2024-11-06,technical,Drive phase improving.
CN001399,A0213,2024-08-24,selection,Needs one more strong result before final selection.
CN001400,A0213,2020-11-22,technical,Drive phase improving.
CN001401,A0214,2021-05-04,psychological,Confidence building ahead of competition window.
CN001402,A0214,2024-01-03,strategy,Race modeling should emphasize controlled first half.
CN001403,A0214,2023-06-22,technical,Transition into upright posture is cleaner.
CN001404,A0214,2024-12-05,selection,Showing enough consistency for relay pool consideration.
CN001405,A0214,2022-10-21,technical,Stride rhythm is more consistent.
CN001406,A0214,2022-04-10,strategy,Shift focus to primary event for next cycle.
CN001407,A0214,2021-08-23,medical,Recovery plan followed well this week.
CN001408,A0214,2020-01-24,psychological,Maintains focus under race rehearsal.
CN001409,A0215,2024-10-21,selection,Showing enough consistency for relay pool consideration.
CN001410,A0215,2022-04-29,medical,Recovery plan followed well this week.
CN001411,A0215,2021-02-15,strategy,Taper response appears positive.
CN001412,A0215,2021-06-08,technical,Needs better bend running mechanics.
CN001413,A0215,2024-08-25,strategy,Selection window should prioritize consistency.
CN001414,A0215,2023-12-15,technical,Stride rhythm is more consistent.
CN001415,A0215,2023-07-19,selection,Tracking positively for regional team consideration.
CN001416,A0216,2023-08-17,strategy,Taper response appears positive.
CN001417,A0216,2020-08-13,strategy,Shift focus to primary event for next cycle.
CN001418,A0216,2021-12-03,strategy,Race modeling should emphasize controlled first half.
CN001419,A0216,2023-05-03,selection,Tracking positively for regional team consideration.
CN001420,A0216,2022-08-11,selection,Tracking positively for regional team consideration.
CN001421,A0217,2024-04-19,selection,Needs one more strong result before final selection.
CN001422,A0217,2021-04-09,selection,Currently on reserve list for championship squad.
CN001423,A0217,2022-12-01,strategy,Race modeling should emphasize controlled first half.
CN001424,A0217,2022-12-14,technical,Drive phase improving.
CN001425,A0217,2021-08-31,psychological,Maintains focus under race rehearsal.
CN001426,A0217,2023-03-30,selection,Tracking positively for regional team consideration.
CN001427,A0217,2022-11-09,medical,No adverse response after return-to-run work.
CN001428,A0217,2024-06-23,medical,Monitor lower limb tightness after speed sessions.
CN001429,A0218,2022-12-18,medical,Monitor lower limb tightness after speed sessions.
CN001430,A0218,2021-06-25,selection,Tracking positively for regional team consideration.
CN001431,A0218,2021-12-22,strategy,Race modeling should emphasize controlled first half.
CN001432,A0218,2023-11-13,strategy,Race modeling should emphasize controlled first half.
CN001433,A0218,2024-10-19,psychological,Needs calmer start routine.
CN001434,A0218,2024-03-05,strategy,Taper response appears positive.
CN001435,A0218,2022-12-10,psychological,Maintains focus under race rehearsal.
CN001436,A0219,2020-04-14,selection,Tracking positively for regional team consideration.
CN001437,A0219,2024-08-04,technical,Stride rhythm is more consistent.
CN001438,A0219,2021-11-17,psychological,Needs calmer start routine.
CN001439,A0219,2024-05-02,psychological,Confidence building ahead of competition window.
CN001440,A0219,2024-05-03,selection,Needs one more strong result before final selection.
CN001441,A0219,2022-02-21,technical,Stride rhythm is more consistent.
CN001442,A0219,2024-02-26,strategy,Selection window should prioritize consistency.
CN001443,A0219,2024-04-14,technical,Transition into upright posture is cleaner.
CN001444,A0220,2024-05-23,technical,Needs better bend running mechanics.
CN001445,A0220,2020-05-24,technical,Needs better bend running mechanics.
CN001446,A0220,2020-08-18,selection,Needs one more strong result before final selection.
CN001447,A0220,2022-06-06,selection,Currently on reserve list for championship squad.
CN001448,A0220,2021-07-27,psychological,Confidence building ahead of competition window.
CN001449,A0220,2022-05-15,medical,Continue mobility focus and load management.
CN001450,A0220,2021-03-02,selection,Currently on reserve list for championship squad.
CN001451,A0220,2023-06-20,strategy,Taper response appears positive.
CN001452,A0221,2021-01-06,strategy,Race modeling should emphasize controlled first half.
CN001453,A0221,2024-01-12,psychological,"Responds well to clear, direct cues."
CN001454,A0221,2022-05-17,psychological,Maintains focus under race rehearsal.
CN001455,A0221,2022-07-06,technical,Transition into upright posture is cleaner.
CN001456,A0221,2023-08-10,psychological,"Responds well to clear, direct cues."
CN001457,A0222,2024-10-16,strategy,Shift focus to primary event for next cycle.
CN001458,A0222,2024-05-02,strategy,Race modeling should emphasize controlled first half.
CN001459,A0222,2024-05-18,strategy,Race modeling should emphasize controlled first half.
CN001460,A0222,2024-03-13,medical,Continue mobility focus and load management.
CN001461,A0222,2021-04-18,technical,Needs better bend running mechanics.
CN001462,A0222,2021-01-30,medical,Continue mobility focus and load management.
CN001463,A0222,2022-03-07,psychological,Confidence building ahead of competition window.
CN001464,A0222,2023-08-11,psychological,Needs calmer start routine.
CN001465,A0223,2024-10-01,strategy,Shift focus to primary event for next cycle.
CN001466,A0223,2023-04-23,selection,Needs one more strong result before final selection.
CN001467,A0223,2022-08-29,psychological,Confidence building ahead of competition window.
CN001468,A0223,2020-09-01,strategy,Taper response appears positive.
CN001469,A0223,2022-12-04,psychological,"Responds well to clear, direct cues."
CN001470,A0223,2020-03-25,psychological,Maintains focus under race rehearsal.
CN001471,A0223,2021-05-06,technical,Drive phase improving.
CN001472,A0223,2022-11-24,selection,Showing enough consistency for relay pool consideration.
CN001473,A0224,2020-03-17,technical,Stride rhythm is more consistent.
CN001474,A0224,2024-11-20,psychological,Needs calmer start routine.
CN001475,A0224,2021-09-22,strategy,Race modeling should emphasize controlled first half.
CN001476,A0224,2021-07-22,medical,Continue mobility focus and load management.
CN001477,A0224,2022-08-17,medical,Recovery plan followed well this week.
CN001478,A0225,2022-04-29,technical,Transition into upright posture is cleaner.
CN001479,A0225,2023-07-17,strategy,Shift focus to primary event for next cycle.
CN001480,A0225,2022-08-08,selection,Currently on reserve list for championship squad.
CN001481,A0225,2023-06-26,psychological,Confidence building ahead of competition window.
CN001482,A0225,2021-08-05,selection,Needs one more strong result before final selection.
CN001483,A0225,2020-04-05,strategy,Shift focus to primary event for next cycle.
CN001484,A0226,2022-11-13,selection,Needs one more strong result before final selection.
CN001485,A0226,2024-06-02,medical,No adverse response after return-to-run work.
CN001486,A0226,2020-12-04,medical,Continue mobility focus and load management.
CN001487,A0226,2023-06-03,strategy,Shift focus to primary event for next cycle.
CN001488,A0226,2024-10-04,strategy,Race modeling should emphasize controlled first half.
CN001489,A0227,2023-01-10,selection,Currently on reserve list for championship squad.
CN001490,A0227,2022-02-23,strategy,Race modeling should emphasize controlled first half.
CN001491,A0227,2021-11-09,psychological,Confidence building ahead of competition window.
CN001492,A0227,2020-10-21,strategy,Shift focus to primary event for next cycle.
CN001493,A0227,2022-06-26,strategy,Taper response appears positive.
CN001494,A0227,2023-12-24,strategy,Race modeling should emphasize controlled first half.
CN001495,A0228,2020-02-23,strategy,Selection window should prioritize consistency.
CN001496,A0228,2023-12-30,technical,Needs better bend running mechanics.
CN001497,A0228,2023-05-04,psychological,Maintains focus under race rehearsal.
CN001498,A0228,2023-08-06,technical,Drive phase improving.
CN001499,A0228,2021-03-31,psychological,"Responds well to clear, direct cues."
CN001500,A0228,2023-04-05,selection,Needs one more strong result before final selection.
CN001501,A0228,2024-12-09,medical,Monitor lower limb tightness after speed sessions.
CN001502,A0229,2023-01-14,medical,No adverse response after return-to-run work.
CN001503,A0229,2020-07-01,psychological,Needs calmer start routine.
CN001504,A0229,2020-10-24,medical,Recovery plan followed well this week.
CN001505,A0229,2021-04-08,selection,Showing enough consistency for relay pool consideration.
CN001506,A0229,2024-01-30,selection,Currently on reserve list for championship squad.
CN001507,A0229,2021-04-19,medical,Continue mobility focus and load management.
CN001508,A0229,2020-03-15,strategy,Race modeling should emphasize controlled first half.
CN001509,A0229,2023-01-06,medical,Continue mobility focus and load management.
CN001510,A0230,2024-12-20,strategy,Race modeling should emphasize controlled first half.
CN001511,A0230,2021-06-16,strategy,Shift focus to primary event for next cycle.
CN001512,A0230,2020-12-06,technical,Stride rhythm is more consistent.
CN001513,A0230,2024-01-09,selection,Tracking positively for regional team consideration.
CN001514,A0230,2020-01-20,medical,Continue mobility focus and load management.
CN001515,A0230,2020-03-22,medical,Monitor lower limb tightness after speed sessions.
CN001516,A0230,2024-06-05,selection,Showing enough consistency for relay pool consideration.
CN001517,A0231,2022-08-25,psychological,Needs calmer start routine.
CN001518,A0231,2023-09-22,strategy,Taper response appears positive.
CN001519,A0231,2023-03-15,strategy,Shift focus to primary event for next cycle.
CN001520,A0231,2022-03-30,technical,Drive phase improving.
CN001521,A0231,2024-01-30,medical,No adverse response after return-to-run work.
CN001522,A0232,2021-02-06,selection,Showing enough consistency for relay pool consideration.
CN001523,A0232,2022-07-15,strategy,Selection window should prioritize consistency.
CN001524,A0232,2024-08-30,strategy,Taper response appears positive.
CN001525,A0232,2024-07-06,strategy,Race modeling should emphasize controlled first half.
CN001526,A0232,2020-01-11,selection,Tracking positively for regional team consideration.
CN001527,A0232,2020-07-01,psychological,Confidence building ahead of competition window.
CN001528,A0232,2024-08-19,selection,Currently on reserve list for championship squad.
CN001529,A0232,2021-12-25,strategy,Selection window should prioritize consistency.
CN001530,A0233,2023-10-08,medical,No adverse response after return-to-run work.
CN001531,A0233,2022-02-08,technical,Transition into upright posture is cleaner.
CN001532,A0233,2024-01-24,technical,Stride rhythm is more consistent.
CN001533,A0233,2023-03-02,strategy,Selection window should prioritize consistency.
CN001534,A0233,2023-06-28,medical,Recovery plan followed well this week.
CN001535,A0233,2022-12-08,medical,Recovery plan followed well this week.
CN001536,A0233,2020-01-08,medical,Continue mobility focus and load management.
CN001537,A0234,2022-11-17,medical,Continue mobility focus and load management.
CN001538,A0234,2024-03-26,selection,Showing enough consistency for relay pool consideration.
CN001539,A0234,2021-08-15,selection,Showing enough consistency for relay pool consideration.
CN001540,A0234,2024-12-30,medical,Continue mobility focus and load management.
CN001541,A0234,2024-05-30,strategy,Selection window should prioritize consistency.
CN001542,A0234,2021-01-03,selection,Tracking positively for regional team consideration.
CN001543,A0234,2024-10-05,strategy,Shift focus to primary event for next cycle.
